Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UCB57_A Spectral Count	UCB57_B Spectral Count	UCB57_C Spectral Count	UCB57_D Spectral Count	UCB57_E Spectral Count	UCB57_F Spectral Count	UCB57_Neat Spectral Count	UCB57_Raw Spectral Count	UCB78_A Spectral Count	UCB78_B Spectral Count	UCB78_C Spectral Count	UCB78_D Spectral Count	UCB78_E Spectral Count	UCB78_F Spectral Count	UCB78_Neat Spectral Count	UCB78_Raw Spectral Count	UCB79_A Spectral Count	UCB79_B Spectral Count	UCB79_C Spectral Count	UCB79_D Spectral Count	UCB79_E Spectral Count	UCB79_F Spectral Count	UCB79_Neat Spectral Count	UCB79_Raw Spectral Count	UCB57_A Unique Spectral Count	UCB57_B Unique Spectral Count	UCB57_C Unique Spectral Count	UCB57_D Unique Spectral Count	UCB57_E Unique Spectral Count	UCB57_F Unique Spectral Count	UCB57_Neat Unique Spectral Count	UCB57_Raw Unique Spectral Count	UCB78_A Unique Spectral Count	UCB78_B Unique Spectral Count	UCB78_C Unique Spectral Count	UCB78_D Unique Spectral Count	UCB78_E Unique Spectral Count	UCB78_F Unique Spectral Count	UCB78_Neat Unique Spectral Count	UCB78_Raw Unique Spectral Count	UCB79_A Unique Spectral Count	UCB79_B Unique Spectral Count	UCB79_C Unique Spectral Count	UCB79_D Unique Spectral Count	UCB79_E Unique Spectral Count	UCB79_F Unique Spectral Count	UCB79_Neat Unique Spectral Count	UCB79_Raw Unique Spectral Count	UCB57_A Total Spectral Count	UCB57_B Total Spectral Count	UCB57_C Total Spectral Count	UCB57_D Total Spectral Count	UCB57_E Total Spectral Count	UCB57_F Total Spectral Count	UCB57_Neat Total Spectral Count	UCB57_Raw Total Spectral Count	UCB78_A Total Spectral Count	UCB78_B Total Spectral Count	UCB78_C Total Spectral Count	UCB78_D Total Spectral Count	UCB78_E Total Spectral Count	UCB78_F Total Spectral Count	UCB78_Neat Total Spectral Count	UCB78_Raw Total Spectral Count	UCB79_A Total Spectral Count	UCB79_B Total Spectral Count	UCB79_C Total Spectral Count	UCB79_D Total Spectral Count	UCB79_E Total Spectral Count	UCB79_F Total Spectral Count	UCB79_Neat Total Spectral Count	UCB79_Raw Total Spectral Count	UCB57_A Intensity	UCB57_B Intensity	UCB57_C Intensity	UCB57_D Intensity	UCB57_E Intensity	UCB57_F Intensity	UCB57_Neat Intensity	UCB57_Raw Intensity	UCB78_A Intensity	UCB78_B Intensity	UCB78_C Intensity	UCB78_D Intensity	UCB78_E Intensity	UCB78_F Intensity	UCB78_Neat Intensity	UCB78_Raw Intensity	UCB79_A Intensity	UCB79_B Intensity	UCB79_C Intensity	UCB79_D Intensity	UCB79_E Intensity	UCB79_F Intensity	UCB79_Neat Intensity	UCB79_Raw Intensity	UCB57_A MaxLFQ Intensity	UCB57_B MaxLFQ Intensity	UCB57_C MaxLFQ Intensity	UCB57_D MaxLFQ Intensity	UCB57_E MaxLFQ Intensity	UCB57_F MaxLFQ Intensity	UCB57_Neat MaxLFQ Intensity	UCB57_Raw MaxLFQ Intensity	UCB78_A MaxLFQ Intensity	UCB78_B MaxLFQ Intensity	UCB78_C MaxLFQ Intensity	UCB78_D MaxLFQ Intensity	UCB78_E MaxLFQ Intensity	UCB78_F MaxLFQ Intensity	UCB78_Neat MaxLFQ Intensity	UCB78_Raw MaxLFQ Intensity	UCB79_A MaxLFQ Intensity	UCB79_B MaxLFQ Intensity	UCB79_C MaxLFQ Intensity	UCB79_D MaxLFQ Intensity	UCB79_E MaxLFQ Intensity	UCB79_F MaxLFQ Intensity	UCB79_Neat MaxLFQ Intensity	UCB79_Raw MaxLFQ Intensity	Indistinguishable Proteins
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 3	1.0	0.999	23	884	884	2391	93	0	77	0	0	0	63	68	89	0	77	0	0	0	63	63	81	0	77	0	0	0	63	70	93	0	77	0	0	0	63	68	89	0	77	0	0	0	63	63	81	0	77	0	0	0	63	70	239	0	184	0	0	0	179	175	243	0	219	0	0	0	172	172	221	0	220	0	0	0	178	189	6.0283998E10	0.0	2.27593277E10	0.0	0.0	0.0	2.29321196E10	1.30879621E10	4.7250792E10	0.0	5.2526625E10	0.0	0.0	0.0	2.47362806E10	2.70271816E10	5.9567956E10	0.0	3.5607175E10	0.0	0.0	0.0	2.07030272E10	1.90395904E10	1.67540572E10	0.0	7.9614694E9	0.0	0.0	0.0	9.554431E9	8.9803141E9	1.11004508E10	0.0	9.4855946E9	0.0	0.0	0.0	1.3291092E10	9.9104287E9	1.05323991E10	0.0	7.2386575E9	0.0	0.0	0.0	1.11601121E10	8.0656256E9	
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	327	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 4	1.0	0.999	18	685	685	1779	23	0	28	0	0	0	75	88	36	0	29	0	0	0	93	78	39	0	26	0	0	0	93	77	23	0	28	0	0	0	75	88	36	0	29	0	0	0	93	78	39	0	26	0	0	0	93	77	106	0	94	0	0	0	178	191	127	0	105	0	0	0	191	176	130	0	105	0	0	0	199	177	2.05365773E9	0.0	3.36161984E8	0.0	0.0	0.0	1.33116058E10	4.9907676E9	2.31871923E9	0.0	4.64778208E8	0.0	0.0	0.0	1.24433633E10	2.07775191E10	5.7321508E9	0.0	7.7997747E8	0.0	0.0	0.0	3.13680896E10	2.94102487E10	1.09799168E9	0.0	4.28430592E8	0.0	0.0	0.0	3.84901555E9	4.398827E9	2.17288525E9	0.0	3.63730048E8	0.0	0.0	0.0	6.1316029E9	6.8948224E9	2.5729239E9	0.0	3.76863232E8	0.0	0.0	0.0	9.9987681E9	1.00780851E10	
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant mu	1.0	0.999	21	1158	46	1158	69	0	287	0	0	0	65	66	48	0	169	0	0	0	57	58	54	0	170	0	0	0	53	62	0	0	17	0	0	0	0	0	4	0	9	0	0	0	1	3	2	0	8	0	0	0	0	2	69	0	287	0	0	0	65	66	48	0	169	0	0	0	57	58	54	0	170	0	0	0	53	62	1.47993651E10	0.0	1.31499999E11	0.0	0.0	0.0	1.43606262E10	1.03465513E10	7.5020099E9	0.0	6.5919037E10	0.0	0.0	0.0	1.35310899E10	4.4930524E9	9.8683873E9	0.0	7.332465E10	0.0	0.0	0.0	1.67965276E10	7.5818245E9	3.04296141E9	0.0	1.4308951E10	0.0	0.0	0.0	2.08652301E9	1.23187584E9	1.57779136E9	0.0	7.726421E9	0.0	0.0	0.0	2.13234304E9	1.01980256E9	1.57639462E9	0.0	8.0453617E9	0.0	0.0	0.0	2.25170867E9	1.1955223E9	
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	353	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1	1.0	0.999	8	47	21	47	6	0	3	0	0	0	2	3	8	0	0	0	0	0	3	2	11	0	3	0	0	0	1	5	2	0	0	0	0	0	1	2	4	0	0	0	0	0	2	0	7	0	1	0	0	0	0	2	6	0	3	0	0	0	2	3	8	0	0	0	0	0	3	2	11	0	3	0	0	0	1	5	1.56676416E8	0.0	1.9777148E7	0.0	0.0	0.0	1.6894264E7	3.1620652E7	2.55474944E8	0.0	0.0	0.0	0.0	0.0	5.0068676E7	1.6723152E7	2.70090496E8	0.0	2.8190072E7	0.0	0.0	0.0	2.4668332E7	4.773318E7	5.2101328E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.580228E7	0.0	0.0	0.0	0.0	0.0	4.3686224E7	1.6316507E7	7.3159736E7	0.0	1.4145917E7	0.0	0.0	0.0	0.0	2.7254064E7	
sp|P01880-2|IGHD_HUMAN	P01880-2	IGHD_HUMAN	IGHD	430	Homo sapiens OX=9606		Isoform 2 of Immunoglobulin heavy constant delta	0.84	0.9989	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01880|IGHD_HUMAN
sp|P01889|HLAB_HUMAN	P01889	HLAB_HUMAN	HLA-B	362	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, B alpha chain	1.0	0.9978	2	5	5	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9642426.0	0.0	1308649.9	0.0	0.0	0.0	0.0	0.0	1.0217842E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02008|HBAZ_HUMAN	P02008	HBAZ_HUMAN	HBZ	142	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit zeta	1.0	0.999	10	196	196	209	2	0	1	0	0	0	12	15	41	0	40	0	0	0	3	3	33	0	41	0	0	0	3	2	2	0	1	0	0	0	12	15	41	0	40	0	0	0	3	3	33	0	41	0	0	0	3	2	4	0	3	0	0	0	12	16	42	0	43	0	0	0	3	3	34	0	43	0	0	0	3	3	1.7296692E7	0.0	0.0	0.0	0.0	0.0	4.03277408E8	9.0786496E8	2.39767142E9	0.0	1.13416179E9	0.0	0.0	0.0	7.5738952E7	5.9561224E7	2.87283226E9	0.0	1.40735014E9	0.0	0.0	0.0	1.09881472E8	1.01395088E8	1.9650042E7	0.0	0.0	0.0	0.0	0.0	2.55744144E8	4.11860416E8	5.4508134E8	0.0	3.07110944E8	0.0	0.0	0.0	0.0	0.0	6.5604301E8	0.0	3.03528736E8	0.0	0.0	0.0	1.05133888E8	5.874456E7	
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit delta	1.0	0.9985	8	5	5	82	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	21	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(I) chain	1.0	0.999	21	209	209	209	21	0	34	0	0	0	1	8	24	0	36	0	0	0	4	12	22	0	35	0	0	0	3	9	21	0	34	0	0	0	1	8	24	0	36	0	0	0	4	12	22	0	35	0	0	0	3	9	21	0	34	0	0	0	1	8	24	0	36	0	0	0	4	12	22	0	35	0	0	0	3	9	1.4976608E9	0.0	1.32928563E9	0.0	0.0	0.0	4.2194024E7	1.7355448E7	1.0858473E9	0.0	1.95985587E9	0.0	0.0	0.0	9.5404904E7	6.9530368E7	1.02953978E9	0.0	1.96477914E9	0.0	0.0	0.0	8.8439176E7	1.5151624E8	3.63355392E8	0.0	4.18661888E8	0.0	0.0	0.0	0.0	0.0	3.00075264E8	0.0	4.86739424E8	0.0	0.0	0.0	0.0	3.2069056E9	2.9410768E8	0.0	4.7498944E8	0.0	0.0	0.0	0.0	3.27626726E9	
sp|P02458-1|CO2A1_HUMAN	P02458-1	CO2A1_HUMAN	COL2A1	1418	Homo sapiens OX=9606		Isoform 1 of Collagen alpha-1(II) chain	1.0	0.999	7	28	0	28	1	0	8	0	0	0	0	1	1	0	8	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	1	1	0	8	0	0	0	0	0	1	0	8	0	0	0	0	0	4.4935644E7	0.0	5.16308864E8	0.0	0.0	0.0	0.0	0.0	2.9213598E7	0.0	2.62091472E8	0.0	0.0	0.0	0.0	0.0	3.4560536E7	0.0	2.20711424E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5398584E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1125532E8	0.0	0.0	0.0	0.0	0.0	3.2660378E7	0.0	1.00220056E8	0.0	0.0	0.0	0.0	0.0	sp|P02458|CO2A1_HUMAN
sp|P02461|CO3A1_HUMAN	P02461	CO3A1_HUMAN	COL3A1	1466	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(III) chain	1.0	0.999	9	46	3	46	7	0	4	0	0	0	0	0	5	0	11	0	0	0	0	2	5	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	7	0	4	0	0	0	0	0	5	0	11	0	0	0	0	2	5	0	9	0	0	0	0	3	7.1732528E7	0.0	3.127323E7	0.0	0.0	0.0	0.0	0.0	4.444664E7	0.0	2.0926368E8	0.0	0.0	0.0	0.0	0.0	2.0204902E7	0.0	1.57674016E8	0.0	0.0	0.0	0.0	1.8210728E7	7.0297952E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.050264E7	0.0	5.176776E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5811384E7	0.0	0.0	0.0	0.0	0.0	
sp|P02462|CO4A1_HUMAN	P02462	CO4A1_HUMAN	COL4A1	1669	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(IV) chain	1.0	0.999	3	25	20	25	2	0	6	0	0	0	0	0	2	0	4	0	0	0	0	0	3	0	8	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	7	0	0	0	0	0	2	0	6	0	0	0	0	0	2	0	4	0	0	0	0	0	3	0	8	0	0	0	0	0	0.0	0.0	6.8854488E7	0.0	0.0	0.0	0.0	0.0	5.7160928E7	0.0	3.9221292E7	0.0	0.0	0.0	0.0	0.0	5.8851856E7	0.0	8.2814272E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6416392E7	0.0	0.0	0.0	0.0	0.0	3.6311716E7	0.0	2.9005132E7	0.0	0.0	0.0	0.0	0.0	3.5573308E7	0.0	3.5076568E7	0.0	0.0	0.0	0.0	0.0	
sp|P02533|K1C14_HUMAN	P02533	K1C14_HUMAN	KRT14	472	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14	1.0	0.999	23	116	54	197	14	0	16	0	0	0	0	0	17	0	10	0	0	0	0	18	15	0	12	0	0	0	0	14	8	0	7	0	0	0	0	0	9	0	5	0	0	0	0	7	5	0	7	0	0	0	0	6	24	0	28	0	0	0	0	0	28	0	17	0	0	0	0	28	26	0	18	0	0	0	0	28	7.9860173E8	0.0	1.36123264E8	0.0	0.0	0.0	0.0	0.0	9.3908224E8	0.0	1.40918208E8	0.0	0.0	0.0	0.0	7.6044314E8	1.07240979E9	0.0	2.47504768E8	0.0	0.0	0.0	0.0	8.8736198E8	1.94667968E8	0.0	1.02001064E8	0.0	0.0	0.0	0.0	0.0	2.14709776E8	0.0	5.7399332E7	0.0	0.0	0.0	0.0	1.0271752E8	2.26804144E8	0.0	5.4776516E7	0.0	0.0	0.0	0.0	2.64382576E8	
sp|P02538|K2C6A_HUMAN	P02538	K2C6A_HUMAN	KRT6A	564	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6A	1.0	0.999	36	97	9	229	8	0	18	0	0	0	0	0	31	0	2	0	0	0	0	3	31	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	26	0	31	0	0	0	0	0	51	0	10	0	0	0	0	23	56	0	10	0	0	0	0	22	2.44662016E8	0.0	2.71018944E8	0.0	0.0	0.0	0.0	0.0	3.22742374E9	0.0	3.0582352E7	0.0	0.0	0.0	0.0	1.57784352E8	2.83915904E9	0.0	0.0	0.0	0.0	0.0	0.0	2.39053472E8	9.775748E7	0.0	6.4647832E7	0.0	0.0	0.0	0.0	0.0	4.47881536E8	0.0	2.5632604E7	0.0	0.0	0.0	0.0	1.10396896E8	3.91735136E8	0.0	0.0	0.0	0.0	0.0	0.0	1.57617888E8	
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-I	1.0	0.999	33	2911	2911	2911	193	0	209	0	0	0	242	370	265	0	270	0	0	0	220	211	236	0	264	0	0	0	227	204	193	0	209	0	0	0	242	370	265	0	270	0	0	0	220	211	236	0	264	0	0	0	227	204	193	0	209	0	0	0	242	370	265	0	270	0	0	0	220	211	236	0	264	0	0	0	227	204	1.07632296E11	0.0	7.283472E10	0.0	0.0	0.0	9.488189E10	1.4210012E11	2.73829855E11	0.0	2.21410673E11	0.0	0.0	0.0	1.70001777E11	2.19709522E11	2.96278426E11	0.0	2.2945425E11	0.0	0.0	0.0	1.72112691E11	2.4042745E11	1.37132749E10	0.0	1.05313126E10	0.0	0.0	0.0	1.51711334E10	2.57364664E10	3.5952546E10	0.0	2.88347791E10	0.0	0.0	0.0	2.3230722E10	2.49773937E10	3.4969809E10	0.0	2.56643564E10	0.0	0.0	0.0	2.27912417E10	2.55211663E10	
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein E	1.0	0.999	26	1114	1114	1114	70	0	120	0	0	0	81	90	105	0	121	0	0	0	83	77	91	0	116	0	0	0	79	81	70	0	120	0	0	0	81	90	105	0	121	0	0	0	83	77	91	0	116	0	0	0	79	81	70	0	120	0	0	0	81	90	105	0	121	0	0	0	83	77	91	0	116	0	0	0	79	81	1.58373274E10	0.0	1.36090798E10	0.0	0.0	0.0	1.99311544E10	2.22851502E10	3.6209127E10	0.0	2.92248924E10	0.0	0.0	0.0	3.25257134E10	1.66333563E10	3.450905E10	0.0	3.19022428E10	0.0	0.0	0.0	3.07991818E10	2.1043626E10	1.46510746E9	0.0	1.48661517E9	0.0	0.0	0.0	1.77142093E9	2.04104717E9	3.43403187E9	0.0	3.12819072E9	0.0	0.0	0.0	3.05623347E9	1.75957658E9	3.31779456E9	0.0	3.25235046E9	0.0	0.0	0.0	3.12927974E9	2.11187699E9	
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-II	1.0	0.999	10	194	194	194	9	0	5	0	0	0	14	37	19	0	20	0	0	0	13	17	16	0	16	0	0	0	14	14	9	0	5	0	0	0	14	37	19	0	20	0	0	0	13	17	16	0	16	0	0	0	14	14	9	0	5	0	0	0	14	37	19	0	20	0	0	0	13	17	16	0	16	0	0	0	14	14	4.5244001E9	0.0	1.52923536E8	0.0	0.0	0.0	1.98160563E9	2.55427584E10	2.02348442E10	0.0	5.6133827E9	0.0	0.0	0.0	3.19135744E9	2.27545779E9	3.27086572E10	0.0	5.0650045E9	0.0	0.0	0.0	3.70505574E9	3.81300403E9	2.27043917E9	0.0	1.93246656E8	0.0	0.0	0.0	6.3075014E8	6.798038E9	6.7037844E9	0.0	1.56410099E9	0.0	0.0	0.0	7.942825E8	1.02904224E9	6.9670441E9	0.0	1.24605926E9	0.0	0.0	0.0	1.26297523E9	1.2969751E9	
sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	APOC1	83	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-I	1.0	0.999	5	325	325	325	8	0	12	0	0	0	14	37	40	0	52	0	0	0	13	20	28	0	57	0	0	0	17	27	8	0	12	0	0	0	14	37	40	0	52	0	0	0	13	20	28	0	57	0	0	0	17	27	8	0	12	0	0	0	14	37	40	0	52	0	0	0	13	20	28	0	57	0	0	0	17	27	1.56921766E9	0.0	5.3804326E8	0.0	0.0	0.0	1.69644032E9	6.5875814E9	1.25882337E10	0.0	9.1650314E9	0.0	0.0	0.0	2.16832717E9	2.08835725E9	1.27962747E10	0.0	8.3442898E9	0.0	0.0	0.0	1.42741325E9	3.10807475E9	1.32110554E9	0.0	3.926128E8	0.0	0.0	0.0	1.01571795E9	1.89976179E9	3.64619059E9	0.0	3.35234842E9	0.0	0.0	0.0	8.336272E8	7.0765376E8	4.22542054E9	0.0	3.26530125E9	0.0	0.0	0.0	7.5437542E8	1.08687859E9	
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-II	1.0	0.999	6	161	161	161	5	0	6	0	0	0	5	17	23	0	33	0	0	0	4	10	20	0	23	0	0	0	5	10	5	0	6	0	0	0	5	17	23	0	33	0	0	0	4	10	20	0	23	0	0	0	5	10	5	0	6	0	0	0	5	17	23	0	33	0	0	0	4	10	20	0	23	0	0	0	5	10	1.00099686E9	0.0	5.2951952E8	0.0	0.0	0.0	2.80379712E8	3.7785431E9	8.2238049E9	0.0	6.6029066E9	0.0	0.0	0.0	5.5594272E8	7.0196851E8	8.123712E9	0.0	6.7319823E9	0.0	0.0	0.0	5.7326131E8	7.5595059E8	5.7039661E8	0.0	4.6352848E8	0.0	0.0	0.0	1.38872576E8	1.10431373E9	2.63086925E9	0.0	2.25004416E9	0.0	0.0	0.0	2.71752544E8	2.96977952E8	2.74246656E9	0.0	2.3089984E9	0.0	0.0	0.0	2.4869424E8	3.32437664E8	
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apolipoprotein C-III	1.0	0.999	6	165	165	165	7	0	19	0	0	0	11	18	13	0	18	0	0	0	8	13	14	0	20	0	0	0	13	11	7	0	19	0	0	0	11	18	13	0	18	0	0	0	8	13	14	0	20	0	0	0	13	11	7	0	19	0	0	0	11	18	13	0	18	0	0	0	8	13	14	0	20	0	0	0	13	11	1.90490112E9	0.0	9.9892518E8	0.0	0.0	0.0	2.75285248E8	7.5465692E9	2.8509399E9	0.0	3.02253338E9	0.0	0.0	0.0	3.47143629E9	1.17857203E9	6.5679985E9	0.0	1.94539443E9	0.0	0.0	0.0	3.3666345E9	1.28640435E9	1.57804608E9	0.0	5.09270752E8	0.0	0.0	0.0	1.57937696E8	2.95685043E9	6.5218515E8	0.0	3.50769894E9	0.0	0.0	0.0	1.86232333E9	9.6689254E8	2.79202995E9	0.0	1.87939661E9	0.0	0.0	0.0	1.21111488E9	5.0848608E8	
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	71	4573	223	4573	171	0	1005	0	0	0	313	337	220	0	603	0	0	0	304	314	200	0	539	0	0	0	284	283	6	0	61	0	0	0	16	21	6	0	26	0	0	0	10	12	6	0	30	0	0	0	15	14	171	0	1005	0	0	0	313	337	220	0	603	0	0	0	304	314	200	0	539	0	0	0	284	283	4.8609579E10	0.0	4.93225083E11	0.0	0.0	0.0	9.5438733E10	7.4639254E10	6.8396884E10	0.0	3.81570023E11	0.0	0.0	0.0	1.37945907E11	1.57817913E11	7.5380081E10	0.0	3.38887475E11	0.0	0.0	0.0	1.25372432E11	1.66008734E11	7.0422728E9	0.0	5.9370308E10	0.0	0.0	0.0	1.33495562E10	1.02842532E10	1.00570583E10	0.0	3.9463301E10	0.0	0.0	0.0	1.8110505E10	1.69624914E10	1.00316477E10	0.0	3.7244166E10	0.0	0.0	0.0	1.66664305E10	1.76514806E10	
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen beta chain	1.0	0.999	50	9775	9775	9775	287	0	2119	0	0	0	662	950	395	0	1182	0	0	0	672	694	369	0	1135	0	0	0	645	665	287	0	2119	0	0	0	662	950	395	0	1182	0	0	0	672	694	369	0	1135	0	0	0	645	665	287	0	2119	0	0	0	662	950	395	0	1182	0	0	0	672	694	369	0	1135	0	0	0	645	665	4.6615552E10	0.0	7.0779424E11	0.0	0.0	0.0	1.28745636E11	1.52237605E11	7.2838341E10	0.0	3.68254353E11	0.0	0.0	0.0	2.05087441E11	2.01648669E11	6.9857067E10	0.0	3.23848864E11	0.0	0.0	0.0	2.09478058E11	2.43829408E11	4.7678141E9	0.0	6.9861327E10	0.0	0.0	0.0	1.51539876E10	1.62247956E10	8.3214761E9	0.0	3.02685962E10	0.0	0.0	0.0	2.05681459E10	1.87198628E10	7.9208684E9	0.0	3.07051745E10	0.0	0.0	0.0	2.11419095E10	2.1468713E10	
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibrinogen gamma chain	1.0	0.999	40	3490	2	3490	127	0	815	0	0	0	216	283	158	0	437	0	0	0	215	217	148	0	442	0	0	0	206	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	127	0	815	0	0	0	216	283	158	0	437	0	0	0	215	217	148	0	442	0	0	0	206	226	4.7686861E10	0.0	4.23364231E11	0.0	0.0	0.0	8.0531407E10	7.1511048E10	4.5527355E10	0.0	3.35725101E11	0.0	0.0	0.0	1.26881169E11	1.32324819E11	5.77401E10	0.0	2.92664902E11	0.0	0.0	0.0	1.37487352E11	1.62721513E11	6.7546906E9	0.0	7.2520868E10	0.0	0.0	0.0	1.45799188E10	1.17125755E10	8.280254E9	0.0	3.6634796E10	0.0	0.0	0.0	1.85973514E10	1.57784279E10	9.3285448E9	0.0	3.38009088E10	0.0	0.0	0.0	2.07635374E10	1.79293307E10	
